buildAddress,buildPlace,clerkTel,friEndTme,friSttTme,holEndTme,holSttTme,manager,managerTel,mfg,model,monEndTme,monSttTme,org,rnum,satEndTme,satSttTme,serialSeq,sunEndTme,sunFifYon,sunFrtYon,sunFurYon,sunScdYon,sunSttTme,sunThiYon,thuEndTme,thuSttTme,tueEndTme,tueSttTme,wedEndTme,wedSttTme,wgs84Lat,wgs84Lon,zipcode1,zipcode2,AED_기준,출처
부산광역시 동구 범일로 38 (범일동),GATE#1 경비실,051-647-9351,2400,0,2400.0,0.0,이**,010********,(주)나눔테크,HeartSaver NT-285,2400.0,0.0,(주)대우건설부산범일동주상복합현장,68,2400.0,0.0,487-240104-151036,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1332720401,129.0600432256,487.0,49.0,2026-07,공공데이터포털 15000652
부산광역시 동구 범일로 38 (범일동),GATE#4 경비실,051-647-9351,2400,0,2400.0,0.0,이**,010********,(주)나눔테크,HeartPlus NT-180B,2400.0,0.0,(주)대우건설부산범일동주상복합현장,69,2400.0,0.0,487-240104-151037,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1332720401,129.0600432256,487.0,49.0,2026-07,공공데이터포털 15000652
부산광역시 동구 범일로 38 (범일동),GATE#2 경비실,051-647-9351,2400,0,2400.0,0.0,이**,010********,(주)메디아나,HeartOn A15-G4,2400.0,0.0,(주)대우건설부산범일동주상복합현장,70,2400.0,0.0,487-240104-151038,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1332720401,129.0600432256,487.0,49.0,2026-07,공공데이터포털 15000652
부산광역시 동구 범일로 38 (범일동),시험실 앞,051-647-9351,2400,0,2400.0,0.0,이**,010********,(주)라디안,Heart Guardian HR-501-B,2400.0,0.0,(주)대우건설부산범일동주상복합현장,71,2400.0,0.0,487-240104-151039,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1332720401,129.0600432256,487.0,49.0,2026-07,공공데이터포털 15000652
부산광역시 동구 수정동 721 수정산꿈자람터,사무실 내,051-440-4515,1800,900,1800.0,900.0,김**,051*******,나눔테크,ReHeart / NT-381.G,1800.0,900.0,수정산꿈자람터,72,1800.0,900.0,000-241127-177945,1800.0,Y,Y,Y,Y,900.0,Y,1800,900,1800.0,900.0,1800,900,35.1360349357,129.033309312,,,2026-07,공공데이터포털 15000652
"부산광역시 동구 수정서로 4, 동구장애인회관 (수정동)",회관 입구,051-440-4332,1800,900,,,조**,051*******,나눔테크,ReHeart / NT-381.G,1800.0,900.0,동구장애인회관,73,,,487-241127-177954,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1298591779,129.0424724077,487.0,82.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 충장대로289번길 17, 수남문화센터 (좌천동)",1층 수남부녀경로당 내,051-645-8226,1700,1000,,,김**,051*******,나눔테크,ReHeart / NT-381.G,1700.0,1000.0,수남부녀경로당,74,,,487-241127-177956,,N,N,N,N,,N,1700,1000,1700.0,1000.0,1700,1000,35.1269851125,129.0518301556,487.0,58.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 수정서로 20-1, 조양경로당 (수정동)",경로당 내,051-468-3207,1700,1400,,,한**,051*******,나눔테크,ReHeart / NT-381.G,1700.0,1400.0,조양경로당,75,,,487-241127-177968,,N,N,N,N,,N,1700,1400,1700.0,1400.0,1700,1400,35.1309835717,129.0430118916,487.0,79.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로 지하200, 부산교통공사 부산역 (초량동)",역무실 입구,051-678-6113,2359,450,2359.0,450.0,김**,051*******,나눔테크,ReHeart / NT-381.G,2359.0,450.0,도시철도 부산역,76,2359.0,450.0,487-241127-177969,2359.0,Y,Y,Y,Y,450.0,Y,2359,450,2359.0,450.0,2359,450,35.1144392315,129.0392796459,487.0,60.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 초량중로 113, 이바구복합문화체육센터 1층 (초량동)",1층 로비,051-603-0201,2100,900,100.0,0.0,이**,051*******,나눔테크,ReHeart / NT-381.G,2100.0,900.0,이바구복합문화센터1층,77,2100.0,900.0,487-241127-177970,100.0,N,N,N,N,0.0,N,2100,900,2100.0,900.0,2100,900,35.1217010539,129.0405158311,487.0,96.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 초량중로 113, 이바구복합문화체육센터 6층 (초량동)",6층 로비,051-440-4377,2100,600,,,양**,051*******,나눔테크,ReHeart / NT-381.G,2100.0,600.0,이바구복합문화센터6층,78,1700.0,900.0,487-241127-178021,,N,N,N,N,,N,2100,600,2100.0,600.0,2100,600,35.1217010539,129.0405158312,487.0,96.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 초량중로 113, 이바구복합문화체육센터 7층 (초량동)",7층 로비,051-440-4377,2100,600,,,양**,051*******,나눔테크,ReHeart / NT-381.G,2100.0,600.0,이바구복합문화센터7층,79,1700.0,900.0,487-241127-178022,,N,N,N,N,,N,2100,600,2100.0,600.0,2100,600,35.1217010539,129.0405158312,487.0,96.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로260번길 7, 초량119안전센터 (초량동)",초량 119안전센터 펌프차 내(998두3355),051-760-4143,2400,0,2400.0,0.0,1**,051*******,씨유메디컬,CU-SPR,2400.0,0.0,부산중부소방서,80,2400.0,0.0,487-221021-092431,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1197972849,129.0432083538,487.0,31.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로 206, 한국철도공사부산지역본부 5층 (초량동)",건강관리실 앞,051-440-2960,2400,0,2400.0,0.0,정**,051*******,(주)라디안큐바이오,HR-503-KT,2400.0,0.0,한국철도공사부산경남본부(직원사무실),81,2400.0,0.0,487-221110-093558,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1176051265,129.0450602163,487.0,60.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 자성로 2(좌천동, 부산항 일동미라주 더오션 (1지구))",2지구 경비실 앞 벽면,051-647-9866,2400,0,2400.0,0.0,김**,010********,(주)메디아나,HeartON A15-G4,2400.0,0.0,부산항일동미라주더오션아파트,82,2400.0,0.0,487-221117-094956,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1324631715,129.0533540792,487.0,28.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 자성로 2(좌천동, 부산항 일동미라주 더오션 (1지구))",1지구 경비실 입구,051-647-9866,2400,0,2400.0,0.0,김**,010********,(주)메디아나,HeartON A15-G4,2400.0,0.0,부산항일동미라주더오션아파트,83,2400.0,0.0,487-221117-094957,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1317285111,129.0524570781,487.0,28.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로 514 (범일동, 한성기린프라자)",경비실2 입구,051-633-4597,2400,0,2400.0,0.0,김**,010********,라디안,HR-502,2400.0,0.0,한성기린프라자아파트,84,2400.0,0.0,487-240403-158749,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1389771856,129.0569486225,487.0,26.0,2026-07,공공데이터포털 15000652
부산광역시 동구 중앙대로 224 (초량동),2층 마이홈센터 앞,051-460-5907,2400,0,,,이**,051*******,메디아나,HeartOn A15-G4,2400.0,0.0,한국토지주택공사부산울산지역본부,85,,,487-241211-179571,,N,N,N,N,,N,2400,0,2400.0,0.0,2400,0,35.1169403763,129.041150877,487.0,33.0,2026-07,공공데이터포털 15000652
부산광역시 동구 중앙대로 224 (초량동),10층 열다방,051-460-5907,1800,900,,,이**,051*******,메디아나,HeartOn A15-G4,1800.0,900.0,한국토지주택공사부산울산지역본부,86,,,487-241211-179572,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1169403763,129.041150877,487.0,33.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 자성로 134, 눌원빌딩 4층 (범일동)",한국마사회 동구지사,051-999-1014,1800,900,,,정**,051*******,(주)메디아나,HeartOn A16-DS,,,한국마사회부산동구지사,87,1800.0,900.0,487-221206-098089,1800.0,Y,Y,Y,Y,900.0,Y,1800,900,,,1800,900,35.1366343699,129.0650399612,487.0,48.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로226번길 7-3, 거영빌딩 3층 (초량동)",3층 출입문앞,0516374111,1800,900,,,김**,010********,씨유메디컬,저출력심장충격기,1800.0,900.0,(주)하나종합관리,88,,,487-240415-159737,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1171085689,129.0418013943,487.0,33.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 초량중로 67, 부산지방국토관리청 (초량동)",본관 1층 현관,051-660-1023,1800,900,,,김**,051*******,(주)씨유메디칼시스템,CU-SP1,1800.0,900.0,부산지방국토관리청,89,,,488-231010-139794,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1180316853,129.0382445692,488.0,14.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 범일로 21 (범일동, 두산위브더제니스하버시티)",생활지원센터 입구,051-714-0188,2400,0,2400.0,0.0,박**,010********,(주)메디아나,HeartOn A15-G4,2400.0,0.0,두산위브더제니스하버시티,90,2400.0,0.0,487-231030-141673,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1320401862,129.0586307893,487.0,53.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 부산진성공원로 23, KT부산정보통신센터 (범일동)",13층쉼터 맞은편,051-639-9566,2400,0,2400.0,0.0,민**,010********,나눔테크,NT-381.O,2400.0,0.0,(주)KT,91,2400.0,0.0,487-240704-166309,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1377085882,129.0624303839,487.0,45.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 조방로16번길 17 (범일동, 범일한양아파트)",근로자휴게실,070-4660-3127,1700,700,,,최**,010********,메디아나,Hearton A15-G4,1700.0,700.0,DL건설범일3구역,92,1700.0,700.0,487-240724-167757,,N,N,N,N,,N,1700,700,1700.0,700.0,1700,700,35.1399636538,129.0641132407,487.0,40.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 조방로16번길 17 (범일동, 범일한양아파트)",2gate경비실,070-4660-3127,1700,700,,,최**,010********,메디아나,Hearton A15-G4,1700.0,700.0,DL건설범일3구역,93,1700.0,700.0,487-240724-167758,,N,N,N,N,,N,1700,700,1700.0,700.0,1700,700,35.1399636538,129.0641132407,487.0,40.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 중앙대로 401, 봉생병원 (좌천동)",정신건강의학과 외래,051-664-4000,1900,700,,,장**,051*******,Zoll,AED Plus,1900.0,700.0,김원묵기념봉생병원,94,1400.0,700.0,487-221223-102551,,N,N,N,N,,N,1900,700,1900.0,700.0,1900,700,35.1308619651,129.0505616379,487.0,75.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 정공단로 27, 일신기독병원 (좌천동)",내시경 센터,051-630-0436,2400,0,2400.0,0.0,박**,051*******,(주)메디아나,HeartOn A15-G4,2400.0,0.0,(재)한호기독교선교회일신기독병원,95,2400.0,0.0,487-221229-103368,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1357753221,129.0544168995,487.0,24.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 충장대로 314, 한국허치슨터미널(주) (좌천동)",G-star호(BSR-240024),051-294-1603,2400,0,2400.0,0.0,정**,010********,라디안큐바이오,HR-501,2400.0,0.0,주식회사지오뷰[G-star호],96,2400.0,0.0,487-250509-190807,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.126375702,129.0572263292,487.0,50.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 자성로133번길 16, 시민회관 (범일동)",부산시민회관 소극장로비,051-607-6000,2200,900,2200.0,900.0,권**,051*******,라디안,Heart Guardian HR-502,,,(재)부산문화회관,97,2200.0,900.0,487-250604-192187,2200.0,Y,Y,Y,Y,900.0,Y,2200,900,2200.0,900.0,2200,900,35.1388463833,129.0652239796,487.0,42.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 자성로133번길 16, 시민회관 (범일동)",부산시민회관 대극장로비,051-607-6000,2200,900,2200.0,900.0,권**,051*******,라디안,Heart Guardian HR-502,,,(재)부산문화회관,98,2200.0,900.0,487-250604-192188,2200.0,Y,Y,Y,Y,900.0,Y,2200,900,2200.0,900.0,2200,900,35.1388463833,129.0652239796,487.0,42.0,2026-07,공공데이터포털 15000652
부산광역시 동구 초량동  초량동 1185-46 부산항(북항) 재개발 사업 C-1BL 환승센터,1층 안전교육장,051-469-8556,1800,700,,,신**,051*******,라디안큐바이오,HR-501,1800.0,700.0,(주)협성종합건업,99,1800.0,700.0,000-250611-192274,,N,N,N,N,,N,1800,700,1800.0,700.0,1800,700,35.1145797438,129.0450800028,,,2026-07,공공데이터포털 15000652
"부산광역시 동구 충장대로 206, 부산항 국제여객터미널 (초량동)",2층 대합실,051-966-3068,2000,600,2000.0,600.0,최**,010********,나눔테크,NT-381.O,2000.0,600.0,부산여객터미널(부산항만공사),100,2000.0,600.0,487-250703-193998,2000.0,Y,Y,Y,Y,600.0,Y,2000,600,2000.0,600.0,2000,600,35.1175129767,129.0493834405,487.0,51.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 충장대로 206, 부산항 국제여객터미널 (초량동)","3층 갱웨이(선박,대합실 사이 통로)",051-966-3068,2000,600,2000.0,600.0,최**,010********,나눔테크,NT-381.O,2000.0,600.0,부산여객터미널(부산항만공사),101,2000.0,600.0,487-250703-193999,2000.0,Y,Y,Y,Y,600.0,Y,2000,600,2000.0,600.0,2000,600,35.1175129767,129.0493834405,487.0,51.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 범일로 119, 좋은문화병원 1층 (범일동)",본관 1층,051-644-2002,2400,0,2400.0,0.0,김**,010********,메디아나,HeartOn A15-G4,2400.0,0.0,좋은문화병원,102,2400.0,0.0,487-260320-213682,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1407897063,129.0590486185,487.0,35.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 범일로89번길 69, 좋은문화병원 별관 2층 (범일동)",별관 2층,051-644-2002,2400,0,2400.0,0.0,김**,010********,메디아나,HeartOn A15-G4,2400.0,0.0,좋은문화병원,103,2400.0,0.0,487-260320-213684,2400.0,Y,Y,Y,Y,0.0,Y,2400,0,2400.0,0.0,2400,0,35.1407258865,129.0584557979,487.0,35.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 홍곡중로5번길 24, 동구노인복지회관 (수정동)",1층 로비,051-467-7887,1800,900,,,오**,051*******,(주)나눔테크,Reheart NT-381.Al,1800.0,900.0,동구노인종합복지관,104,,,487-251113-204737,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1258109626,129.0404176475,487.0,86.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 수정공원로 63-1, 수정산 가족체육공원 관리동, 화장실동 (수정동)",관리사무소 1층,051-441-1690,1800,900,1800.0,900.0,김**,051*******,(주)나눔테크,Reheart NT-381.AI,1800.0,900.0,수정산가족체육공원,105,1800.0,900.0,487-251113-204738,1800.0,Y,Y,Y,Y,900.0,Y,1800,900,1800.0,900.0,1800,900,35.1330037694,129.0377495103,487.0,8.0,2026-07,공공데이터포털 15000652
"부산광역시 동구 조방로 15, 동부산우체국 (범일동)",1층 엘레베이터 앞,051-630-1425,1800,900,,,채**,051*******,나눔테크,Reheart NT-381.AI,1800.0,900.0,동부산우체국,106,,,487-251117-205208,,N,N,N,N,,N,1800,900,1800.0,900.0,1800,900,35.1382233214,129.0622617018,487.0,44.0,2026-07,공공데이터포털 15000652
